UNITID,UGDS,ADM_RATE
457439,87,NULL
457448,102,NULL
457466,55,NULL
457475,85,NULL
457484,110,0.5556
457493,17,NULL
457527,366,NULL
457536,394,NULL
457545,125,NULL
457554,35,NULL
457563,191,NULL
457572,106,NULL
457581,159,NULL
457606,28,NULL
457615,49,NULL
457624,26,NULL
457633,131,NULL
457642,57,NULL
457651,88,NULL
457679,25,NULL
457688,312,NULL
457697,114,NULL
457703,68,NULL
457721,22,NULL
457749,69,NULL
457767,227,NULL
457776,118,NULL
457785,112,NULL
457794,125,NULL
457800,353,NULL
457819,553,NULL
457837,106,NULL
457846,52,NULL
457855,91,NULL
457864,90,NULL
457873,152,NULL
457891,31,NULL
457916,52,NULL
457925,13,0.8684
457943,63,NULL
457952,162,NULL
457989,49,NULL
457998,31,NULL
458007,42,NULL
458016,127,NULL
458034,69,NULL
458043,88,NULL
458052,37,NULL
458061,49,NULL
458070,263,NULL
458098,61,NULL
458104,59,NULL
458113,54,NULL
458122,24,NULL
458131,266,NULL
458140,39,NULL
458159,NULL,NULL
458168,70,NULL
458186,172,NULL
458195,3,NULL
458210,1869,0.8824
458229,1209,0.88
458256,735,NULL
458265,492,NULL
458274,237,NULL
458283,276,NULL
458380,159,NULL
458405,879,NULL
458423,77,NULL
458432,237,1
458441,635,NULL
458450,148,NULL
458469,1349,0.7278
458478,154,NULL
458496,453,NULL
458502,315,NULL
458593,354,NULL
458681,280,NULL
458690,163,NULL
458706,198,NULL
458803,112,NULL
458812,61,NULL
458821,59,NULL
458830,124,NULL
458849,92,NULL
458858,180,NULL
458867,254,NULL
458885,196,NULL
458919,5110,NULL
458955,242,NULL
458964,1673,NULL
458973,1558,NULL
458982,910,NULL
459000,78,NULL
459019,87,NULL
459037,87,NULL
459046,74,NULL
459055,195,NULL
459064,129,NULL
459073,52,NULL
459082,NULL,NULL
459091,130,NULL
459107,337,NULL
459116,119,NULL
459125,18,NULL
459143,45,NULL
459161,115,NULL
459170,131,NULL
459189,106,NULL
459198,263,NULL
459204,1464,NULL
459213,1147,NULL
459222,0,NULL
459231,177,NULL
459259,560,NULL
459268,520,NULL
459277,391,NULL
459286,243,NULL
459295,71,NULL
459301,136,NULL
459310,102,NULL
459329,212,NULL
459347,50,NULL
459356,94,NULL
459365,33,NULL
459374,116,NULL
459392,111,NULL
459408,58,NULL
459417,132,0.9828
459426,39,NULL
459444,27,NULL
459462,126,NULL
459480,24,NULL
459499,25,NULL
459514,1,NULL
459532,64,NULL
459541,18,NULL
459550,123,NULL
459578,86,NULL
459727,472,NULL
459736,NULL,NULL
459745,NULL,NULL
459824,82,NULL
459842,313,1
459851,304,1
459949,4556,0.3873
459958,456,NULL
459967,444,NULL
459985,449,NULL
459994,4769,NULL
460011,193,NULL
460020,324,NULL
460039,267,NULL
460048,150,NULL
460057,30,NULL
460075,19,NULL
460093,139,NULL
460109,205,NULL
460118,171,NULL
460127,108,NULL
460136,1005,NULL
460145,61,NULL
460172,533,NULL
460181,734,0.9437
460190,355,0.8247
460206,622,0.9225
460215,204,NULL
460349,424,0.4483
460358,255,NULL
460376,88,0.2529
460385,46,0.52
460394,7610,NULL
460446,96,NULL
460455,69,NULL
460464,8231,NULL
460482,159,NULL
460516,113,NULL
460525,160,NULL
460534,318,NULL
460543,1090,NULL
460552,71,NULL
460570,188,NULL
460598,652,NULL
460613,366,NULL
460640,50,NULL
460659,58,0.8148
460677,503,NULL
460695,106,NULL
460701,130,NULL
460738,1206,NULL
460747,270,0.9767
460756,517,NULL
460765,61,NULL
460774,420,NULL
460783,241,NULL
460808,24,NULL
460817,530,NULL
460826,423,NULL
460835,702,NULL
460844,288,NULL
460853,223,NULL
460862,277,NULL
460871,544,0.4444
460899,282,NULL
460914,204,NULL
460923,348,NULL
460932,68,NULL
460969,203,NULL
460978,152,NULL
460987,99,NULL
460996,108,NULL
461005,506,NULL
461014,1077,NULL
461023,771,NULL
461032,97,NULL
461111,31,NULL
461120,NULL,NULL
461139,NULL,NULL
461148,1507,NULL
461157,35,NULL
461175,180,NULL
461193,214,NULL
461218,179,NULL
461227,19,NULL
461236,261,NULL
461245,117,NULL
461254,47,1
461263,27,NULL
461272,63,NULL
461281,56,NULL
461290,58,NULL
461306,64,NULL
461315,89,NULL
461324,513,NULL
461333,17,1
461342,76,NULL
461351,651,NULL
461360,32,NULL
461379,34,NULL
461388,40,NULL
461412,153,NULL
461421,222,NULL
461430,442,NULL
461449,107,NULL
461485,NULL,NULL
461494,188,NULL
461500,31,NULL
461528,95,0.75
461537,19,NULL
461546,15,NULL
461555,122,NULL
461564,11,NULL
461573,84,NULL
461582,97,NULL
461591,122,NULL
461607,80,NULL
461625,11,NULL
461643,42,NULL
461652,49,NULL
461689,236,NULL
461698,112,NULL
461704,125,NULL
461713,36,NULL
461722,48,NULL
461731,32,NULL
461740,27,NULL
461759,203,NULL
461768,152,NULL
461786,32,NULL
461795,436,NULL
461801,17,NULL
461810,41,NULL
461829,348,NULL
461838,133,NULL
461856,92,NULL
461865,51,NULL
461874,68,NULL
461883,99,NULL
461892,94,NULL
461908,88,NULL
461917,161,NULL
461926,138,NULL
461935,16,NULL
461944,48,NULL
461953,78,1
461962,401,NULL
461980,90,NULL
461999,70,NULL
462008,336,NULL
462017,102,NULL
462026,11,NULL
462035,150,NULL
462044,NULL,NULL
462053,135,NULL
462062,76,NULL
462071,166,NULL
462309,175,NULL
462318,65,NULL
462327,37,NULL
462336,109,NULL
462345,77,NULL
462354,227,0.9804
465812,6037,NULL
466152,170,NULL
466161,151,NULL
466170,181,NULL
466189,191,NULL
466523,131,NULL
466921,541,0.7778
466930,868,0.6667
467094,237,NULL
467368,356,0.7925
467784,356,NULL
467793,32,NULL
467863,230,NULL
467872,180,NULL
467906,160,NULL
468006,NULL,NULL
468015,48,NULL
468024,303,NULL
468246,163,NULL
468255,82,NULL
468398,140,1
468705,79,NULL
468723,1088,0.7681
468732,78,NULL
468769,96,NULL
468848,299,NULL
468875,109,NULL
468893,176,NULL
468909,477,NULL
468963,448,NULL
469124,340,NULL
469133,250,NULL
469142,365,NULL
469151,115,NULL
469160,183,NULL
469416,491,NULL
469586,77,NULL
469610,483,NULL
469629,186,NULL
469638,229,NULL
469911,80,NULL
469920,64,NULL
469957,185,NULL
470038,755,NULL
470047,41,NULL
470092,99,NULL
470162,280,NULL
470296,22,NULL
470393,78,NULL
474863,1332,NULL
474881,85,NULL
474890,580,NULL
474906,123,NULL
474915,278,NULL
474924,153,NULL
474933,67,NULL
474942,83,NULL
474997,378,NULL
475015,153,NULL
475024,238,NULL
475033,186,NULL
475042,124,NULL
475060,383,NULL
475079,10,NULL
475097,170,NULL
475121,5242,NULL
475130,292,NULL
475194,256,NULL
475200,309,NULL
475228,NULL,NULL
475255,85,NULL
475273,992,NULL
475282,89,NULL
475291,31,NULL
475325,366,NULL
475352,404,NULL
475370,556,NULL
475389,41,NULL
475398,74,NULL
475404,84,NULL
475413,54,NULL
475431,69,NULL
475459,410,NULL
475468,134,NULL
475477,235,NULL
475486,315,NULL
475495,NULL,NULL
475510,NULL,NULL
475538,57,NULL
475547,129,NULL
475556,161,NULL
475565,946,NULL
475574,89,NULL
475583,74,NULL
475592,11,NULL
475608,222,1
475617,362,NULL
475626,32,NULL
475635,25,0.24
475644,31,NULL
475653,14,NULL
475662,60,NULL
475699,115,NULL
475705,12,NULL
475714,246,NULL
475723,360,NULL
475732,996,0.5714
475741,264,0.4444
475750,142,NULL
475839,110,NULL
475866,415,NULL
476063,146,NULL
476179,157,NULL
476230,74,NULL
476294,149,NULL
476337,89,NULL
476346,347,NULL
476355,96,NULL
476470,111,NULL
476489,123,NULL
476498,236,NULL
476513,54,NULL
476522,175,NULL
476531,41,NULL
476540,189,NULL
476559,136,NULL
476568,14,NULL
476586,82,NULL
476595,71,NULL
476601,60,0.8696
476610,56,NULL
476629,89,NULL
476674,56,NULL
476683,188,0.4096
476692,14,0.5
476708,139,NULL
476717,532,0.948
476726,320,NULL
476735,74,NULL
476744,39,NULL
476753,175,NULL
476771,40,NULL
476780,249,NULL
476799,85,0.82
476805,47,NULL
476814,186,NULL
476823,53,NULL
476841,197,NULL
476850,59,NULL
476869,119,NULL
476878,35,NULL
476887,193,NULL
476896,90,NULL
476902,43,NULL
476911,197,NULL
476939,302,NULL
476948,408,NULL
476957,9,NULL
476966,224,NULL
476975,7753,NULL
476984,182,NULL
476993,147,NULL
477002,44,NULL
477039,548,1
477950,128,NULL
477996,105,NULL
478005,118,NULL
478014,115,NULL
478582,116,NULL
478591,140,NULL
478616,77,NULL
478634,368,NULL
478661,150,NULL
478917,54,NULL
478953,194,NULL
479053,150,NULL
479062,13,0.8571
479248,154,NULL
479424,111,0.9575
479956,7489,0.5753
479965,112,NULL
479974,97,NULL
479983,78,NULL
479992,40,NULL
480000,51,NULL
480019,325,NULL
480028,126,NULL
480037,900,NULL
480064,452,NULL
480073,375,NULL
480082,333,NULL
480091,3394,NULL
480107,257,NULL
480125,233,NULL
480134,344,1
480161,18,NULL
480170,78,NULL
480189,802,NULL
480198,537,NULL
480204,462,NULL
480301,NULL,NULL
480310,134,NULL
480329,255,NULL
480347,66,NULL
480471,447,NULL
480480,8,NULL
480514,346,NULL
480523,72,NULL
480532,117,NULL
480550,106,NULL
480569,1849,NULL
480657,310,NULL
480693,70,NULL
480727,25,NULL
480736,36,NULL
480781,83,NULL
480790,NULL,NULL
480815,294,NULL
480824,230,NULL
480833,586,NULL
480842,19,NULL
480851,114,NULL
480879,38,NULL
480888,124,NULL
480903,188,NULL
480912,19,0.6667
480921,23,NULL
480930,126,NULL
480967,197,NULL
480976,45,NULL
480985,235,1
480994,53,NULL
481003,73,NULL
481021,47,NULL
481030,NULL,NULL
481049,21,NULL
481058,99,0.7273
481085,220,NULL
481094,NULL,NULL
481100,24,NULL
481128,239,NULL
481137,62,0.7959
481146,86,NULL
481155,191,NULL
481164,124,NULL
481182,31,NULL
481191,144,NULL
481207,96,NULL
481225,15,NULL
481234,271,NULL
481243,146,NULL
481289,49,NULL
481298,54,NULL
481313,74,NULL
481322,93,NULL
481331,64,NULL
481340,44,NULL
481359,32,NULL
481368,46,NULL
481377,17,NULL
481386,41,NULL
481395,9,NULL
481401,121,NULL
481410,69,0.871
481429,183,NULL
481438,59,0.72
481447,56,NULL
481456,13,NULL
481465,46,NULL
481474,88,NULL
481483,135,NULL
481508,69,NULL
481517,82,NULL
481526,122,NULL
481544,41,NULL
481562,16,NULL
481571,11,NULL
481599,62,NULL
481678,69,NULL
481720,343,NULL
481739,78,NULL
481748,115,NULL
481766,198,NULL
481845,99,NULL
481854,479,NULL
481863,153,NULL
481890,52,NULL
481906,127,NULL
481915,198,NULL
481942,276,NULL
481960,98,NULL
481988,307,NULL
482015,581,NULL
482024,113,NULL
482060,334,NULL
482097,282,NULL
482103,71,NULL
482149,4860,0.7723
482158,7077,0.7066
482167,69,NULL
482176,250,NULL
482185,129,0.7264
482194,110,NULL
482200,66,NULL
482228,75,NULL
482246,20,NULL
482255,256,NULL
482291,746,NULL
482307,79,NULL
482316,119,NULL
482325,123,NULL
482334,141,NULL
482343,99,NULL
482361,135,NULL
482370,113,NULL
482398,158,NULL
482413,1113,0.9506
482422,724,0.8772
482431,3654,0.9261
482440,366,0.9412
482459,898,0.8929
482468,1167,0.8649
482477,14146,0.9089
482486,71,1
482538,230,0.9444
482547,162,1
482556,818,0.9468
482565,203,0.8
482574,1263,0.9474
482583,80,1
482608,431,0.8929
482617,121,0.6667
482635,852,0.8846
482653,369,0.95
482680,16802,0.7504
482699,2188,NULL
482705,1770,NULL
482927,182,NULL
482954,276,NULL
482963,359,NULL
482972,64,NULL
482981,178,NULL
482990,438,NULL
483009,149,NULL
483018,217,0.72
483036,1966,NULL
483045,6712,NULL
483054,66,NULL
483106,111,NULL
483124,20490,0.6206
483212,2598,NULL
483230,129,NULL
483258,22,NULL
483276,47,NULL
483319,281,NULL
483328,131,NULL
483337,124,NULL
483346,31,NULL
483355,219,NULL
483364,150,NULL
483373,58,NULL
483382,180,NULL
483425,35,NULL
483443,216,NULL
483470,90,NULL
483504,332,NULL
483513,25,NULL
483522,33,NULL
483559,58,NULL
483568,75,NULL
483577,13,NULL
483595,NULL,NULL
483610,61,NULL
483629,129,NULL
483638,220,0.7174
483647,75,NULL
483665,51,NULL
483692,69,NULL
483708,13,NULL
483717,22,NULL
483726,38,NULL
483735,54,NULL
483744,61,NULL
483753,42,NULL
483780,199,NULL
483799,57,NULL
483805,61,NULL
483814,259,0.6
483823,177,NULL
483841,39,NULL
483850,7,NULL
483869,123,NULL
483878,116,NULL
483887,43,NULL
483896,120,NULL
483911,3,NULL
483920,164,NULL
483939,14,NULL
483948,18,NULL
483957,29,NULL
483966,5,NULL
483975,NULL,NULL
483984,126,0.5403
484002,619,NULL
484011,106,NULL
484020,63,NULL
484039,75,NULL
484048,6,NULL
484057,149,NULL
484066,173,NULL
484075,81,NULL
484084,40,NULL
484093,18,NULL
484109,68,NULL
484118,47,NULL
484127,100,NULL
484136,29,NULL
484154,65,NULL
484163,178,NULL
484172,22,NULL
484190,22,NULL
484206,120,NULL
484321,76,NULL
484330,64,NULL
484349,113,NULL
484358,205,NULL
484367,259,NULL
484376,306,NULL
484385,282,NULL
484394,157,NULL
484473,2160,0.6415
484604,277,NULL
484613,100011,NULL
484622,83,NULL
484631,10930,NULL
484640,501,NULL
484668,1084,NULL
484677,787,NULL
484686,156,NULL
484695,277,NULL
484701,186,NULL
484710,730,NULL
484729,236,NULL
484738,64,NULL
484747,561,NULL
484756,2256,NULL
484765,394,NULL
484783,241,NULL
484826,114,NULL
484835,252,NULL
484871,112,NULL
484899,164,NULL
484905,2257,0.6817
484923,130,NULL
484932,1921,NULL
484950,134,NULL
484978,267,NULL
484996,104,NULL
485014,79,NULL
485032,180,NULL
485078,38,0.12
485111,6519,NULL
485120,94,NULL
485139,210,NULL
485166,95,NULL
485193,5,NULL
485236,61,NULL
485263,975,NULL
485272,485,1
485281,74,NULL
485290,NULL,NULL
485306,39,NULL
485342,28,NULL
485351,613,NULL
485360,18,NULL
485379,53,NULL
485388,98,NULL
485397,138,NULL
485403,NULL,NULL
485412,43,NULL
485421,214,NULL
485458,1650,NULL
485476,52,NULL
485485,80,NULL
485494,88,NULL
485500,28,NULL
485519,301,NULL
485528,30,NULL
485537,NULL,NULL
485546,61,NULL
485564,306,NULL
485573,61,NULL
485582,91,NULL
485591,34,NULL
485607,52,NULL
485704,15,NULL
485731,15,NULL
485768,149,NULL
485801,43,NULL
485810,23,NULL
485856,39,NULL
485874,119,NULL
485953,52,NULL
485962,4,NULL
485999,114,0.5385
486017,40,0.2
486026,68,0.9455
486099,80,NULL
486105,6,NULL
486123,47,0.7705
486141,40,NULL
486150,68,NULL
486169,24,NULL
486187,63,NULL
486196,139,0.359
486202,20,NULL
486239,102,NULL
486248,102,NULL
486257,262,NULL
486284,231,0.9155
486309,10,NULL
486327,19,NULL
486345,120,NULL
486354,33,NULL
486372,34,NULL
486381,60,NULL
486390,124,NULL
486406,21,NULL
486415,104,NULL
486424,41,NULL
486433,NULL,NULL
486442,48,NULL
486460,NULL,NULL
486488,55,1
486497,54,NULL
486503,42,NULL
486512,92,0.9118
486521,1,NULL
486530,89,NULL
486558,174,NULL
486567,158,NULL
486576,244,NULL
486594,61,NULL
486600,26,NULL
486619,65,NULL
486691,86,NULL
486707,144,NULL
486716,68,NULL
486734,95,NULL
486752,106,NULL
486770,282,NULL
486798,945,NULL
486813,154,NULL
486822,431,NULL
486840,31611,0.585
486859,55,NULL
486868,21,NULL
486877,12,NULL
486886,0,NULL
486901,818,0.7215
486938,258,0.8333
486947,304,0.4
486956,345,0.25
486965,139,0.8616
486983,46,NULL
487010,287,NULL
487047,67,NULL
487065,51,NULL
487083,44,NULL
487092,978,0.3795
487144,42,NULL
487153,NULL,NULL
487162,2337,NULL
487232,33,NULL
487250,8,NULL
487296,378,NULL
487302,504,NULL
487311,313,NULL
487320,10472,NULL
487348,129,NULL
487357,24,NULL
487366,10,NULL
487375,327,0.7389
487384,529,NULL
487393,524,NULL
487409,442,NULL
487418,831,NULL
487427,268,NULL
487436,385,NULL
487445,441,NULL
487454,488,NULL
487463,25,NULL
487472,859,NULL
487481,274,NULL
487490,557,NULL
487506,84,NULL
487524,2723,0.8024
487533,102,NULL
487588,320,NULL
487597,864,NULL
487603,613,NULL
487621,12,NULL
487630,25,NULL
487649,NULL,NULL
487658,80,0.7128
487667,189,NULL
487676,167,NULL
487746,23,0.6
487773,74,NULL
487782,502,NULL
487791,182,NULL
487807,15,NULL
487816,16,NULL
487834,55,NULL
487843,54,0.825
487852,32,NULL
487861,86,NULL
487870,22,NULL
487889,57,NULL
487898,19,NULL
487904,19,NULL
487913,21,NULL
487922,62,NULL
487959,20,NULL
487968,39,NULL
487977,541,NULL
487995,101,NULL
488004,43,NULL
488013,43,NULL
488022,41,NULL
488031,25,NULL
488040,13,NULL
488059,44,NULL
488068,135,NULL
488077,1315,NULL
488086,68,NULL
488095,24,NULL
488101,89,1
488110,42,NULL
488129,12,NULL
488138,38,NULL
488147,26,NULL
488156,7,NULL
488165,28,NULL
488174,9,NULL
488183,44,NULL
488192,49,NULL
488217,107,0.7019
488226,22,0.4286
488235,15,NULL
488253,75,NULL
488262,25,NULL
488271,12,1
488280,60,NULL
488299,26,NULL
488305,102,1
488314,44,0.6
488323,8,NULL
488332,103,NULL
488341,74,NULL
488350,84,0.2564
488369,24,NULL
488378,23,NULL
488387,NULL,NULL
488396,32,NULL
488411,46,NULL
488420,84,NULL
488439,36,NULL
488448,49,NULL
488679,6959,NULL
488891,100,NULL
488907,NULL,NULL
488916,17,0.8462
488925,56,NULL
488934,1052,NULL
488943,405,NULL
488952,61,NULL
488961,76,NULL
488970,73,NULL
488989,98,NULL
488998,83,NULL
489043,18,NULL
489104,74,NULL
489122,24,NULL
489131,25,NULL
489140,29,NULL
489159,108,NULL
489201,5581,NULL
489238,91,NULL
489247,36,NULL
489283,291,NULL
489344,90,1
489353,59,0
489371,40,NULL
489399,17,NULL
489414,75,NULL
489760,78,NULL
489779,472,NULL
489788,350,NULL
489812,35,NULL
489821,132,0.8438
489830,71,NULL
489858,NULL,NULL
489900,27,NULL
489937,295,0.3564
490009,85,NULL
490018,19,NULL
10236801,NULL,NULL
10236802,NULL,NULL
10236803,NULL,NULL
10236808,NULL,NULL
10236809,NULL,NULL
10635101,NULL,NULL
10635102,NULL,NULL
10704401,NULL,NULL
10722001,NULL,NULL
10722002,NULL,NULL
10722003,NULL,NULL
10722004,NULL,NULL
10729301,NULL,NULL
10772501,NULL,NULL
11021901,NULL,NULL
11046801,NULL,NULL
11046802,NULL,NULL
11046803,NULL,NULL
11046804,NULL,NULL
11046805,NULL,NULL
11163801,NULL,NULL
11458501,NULL,NULL
11473401,NULL,NULL
11508303,NULL,NULL
11508305,NULL,NULL
11508306,NULL,NULL
11577301,NULL,NULL
11635001,NULL,NULL
11643901,NULL,NULL
11710401,NULL,NULL
11854101,NULL,NULL
11854102,NULL,NULL
11891201,NULL,NULL
11917301,NULL,NULL
12240901,NULL,NULL
12265801,NULL,NULL
12268501,NULL,NULL
12268502,NULL,NULL
12268503,NULL,NULL
12268504,NULL,NULL
12268505,NULL,NULL
12268506,NULL,NULL
12268507,NULL,NULL
12268508,NULL,NULL
12268510,NULL,NULL
12268511,NULL,NULL
12268512,NULL,NULL
12268513,NULL,NULL
12268514,NULL,NULL
12268515,NULL,NULL
12293101,NULL,NULL
12508201,NULL,NULL
12682703,NULL,NULL
12697901,NULL,NULL
13017401,NULL,NULL
13017402,NULL,NULL
13017403,NULL,NULL
13017404,NULL,NULL
13017405,NULL,NULL
13017406,NULL,NULL
13017407,NULL,NULL
13090701,NULL,NULL
13090702,NULL,NULL
13180301,NULL,NULL
13247101,NULL,NULL
13508101,NULL,NULL
13508102,NULL,NULL
13508103,NULL,NULL
13508104,NULL,NULL
13508105,NULL,NULL
13508106,NULL,NULL
13508107,NULL,NULL
13508108,NULL,NULL
13508109,NULL,NULL
13508110,NULL,NULL
13508111,NULL,NULL
13508112,NULL,NULL
13508113,NULL,NULL
13508114,NULL,NULL
13508115,NULL,NULL
13508116,NULL,NULL
13830901,NULL,NULL
13830902,NULL,NULL
13830903,NULL,NULL
13830904,NULL,NULL
13962101,NULL,NULL
13962102,NULL,NULL
14736901,NULL,NULL
14736902,NULL,NULL
14902801,NULL,NULL
14902802,NULL,NULL
14953201,NULL,NULL
15085301,NULL,NULL
15085302,NULL,NULL
15085303,NULL,NULL
15098701,NULL,NULL
15098702,NULL,NULL
15098703,NULL,NULL
15098704,NULL,NULL
15098705,NULL,NULL
15098706,NULL,NULL
15098707,NULL,NULL
15098708,NULL,NULL
15098709,NULL,NULL
15098710,NULL,NULL
15098711,NULL,NULL
15098712,NULL,NULL
15098713,NULL,NULL
15098714,NULL,NULL
15116601,NULL,NULL
15116602,NULL,NULL
15116604,NULL,NULL
15116605,NULL,NULL
15116606,NULL,NULL
15116607,NULL,NULL
15116608,NULL,NULL
15116609,NULL,NULL
15116610,NULL,NULL
15178601,NULL,NULL
15336601,NULL,NULL
15468801,NULL,NULL
15468802,NULL,NULL
15483701,NULL,NULL
15492501,NULL,NULL
15492502,NULL,NULL
15628601,NULL,NULL
15628602,NULL,NULL
15631001,NULL,NULL
15631002,NULL,NULL
15631003,NULL,NULL
15631004,NULL,NULL
15631005,NULL,NULL
16061201,NULL,NULL
16061202,NULL,NULL
16149302,NULL,NULL
16149303,NULL,NULL
16822701,NULL,NULL
16822702,NULL,NULL
16822703,NULL,NULL
16884701,NULL,NULL
16884702,NULL,NULL
16884703,NULL,NULL
16884704,NULL,NULL
16884705,NULL,NULL
16884706,NULL,NULL
16884707,NULL,NULL
16884709,NULL,NULL
16884710,NULL,NULL
16947903,NULL,NULL
16947904,NULL,NULL
16947905,NULL,NULL
16947907,NULL,NULL
16947909,NULL,NULL
16947910,NULL,NULL
16947912,NULL,NULL
16947918,NULL,NULL
16947920,NULL,NULL
16947921,NULL,NULL
17296301,NULL,NULL
17320301,NULL,NULL
17355901,NULL,NULL
17355902,NULL,NULL
17355903,NULL,NULL
17391101,NULL,NULL
17399301,NULL,NULL
17447301,NULL,NULL
17501401,NULL,NULL
17501402,NULL,NULL
17501403,NULL,NULL
17501404,NULL,NULL
17501405,NULL,NULL
17501406,NULL,NULL
17523601,NULL,NULL
17526301,NULL,NULL
17557301,NULL,NULL
17557302,NULL,NULL
17601701,NULL,NULL
17623901,NULL,NULL
17706501,NULL,NULL
17706502,NULL,NULL
17706503,NULL,NULL
17706504,NULL,NULL
17706505,NULL,NULL
17706506,NULL,NULL
17706507,NULL,NULL
17706508,NULL,NULL
17706509,NULL,NULL
17706510,NULL,NULL
17706511,NULL,NULL
17706512,NULL,NULL
17706513,NULL,NULL
17706514,NULL,NULL
17706515,NULL,NULL
17706516,NULL,NULL
17706517,NULL,NULL
17706518,NULL,NULL
17706519,NULL,NULL
17706520,NULL,NULL
17706521,NULL,NULL
17706522,NULL,NULL
17706523,NULL,NULL
17706524,NULL,NULL
17706525,NULL,NULL
17706526,NULL,NULL
17706527,NULL,NULL
17706528,NULL,NULL
17706529,NULL,NULL
17706530,NULL,NULL
17706531,NULL,NULL
17706532,NULL,NULL
17706533,NULL,NULL
17796801,NULL,NULL
18017901,NULL,NULL
18048901,NULL,NULL
18303501,NULL,NULL
18409201,NULL,NULL
18557201,NULL,NULL
18922801,NULL,NULL
18945901,NULL,NULL
19050301,NULL,NULL
19050302,NULL,NULL
19200401,NULL,NULL
19457801,NULL,NULL
19554401,NULL,NULL
19570201,NULL,NULL
19857001,NULL,NULL
20306701,NULL,NULL
20306702,NULL,NULL
20354401,NULL,NULL
20417601,NULL,NULL
20627901,NULL,NULL
20627902,NULL,NULL
20627903,NULL,NULL
20627906,NULL,NULL
20651601,NULL,NULL
20750001,NULL,NULL
20750002,NULL,NULL
21036801,NULL,NULL
21036802,NULL,NULL
21078401,NULL,NULL
21130701,NULL,NULL
21130702,NULL,NULL
21287801,NULL,NULL
21287802,NULL,NULL
21287803,NULL,NULL
21287804,NULL,NULL
21429001,NULL,NULL
21437901,NULL,NULL
21510501,NULL,NULL
21608301,NULL,NULL
22039401,NULL,NULL
22496101,NULL,NULL
22797901,NULL,NULL
22797902,NULL,NULL
22828201,NULL,NULL
22828202,NULL,NULL
22872301,NULL,NULL
23059701,NULL,NULL
23368401,NULL,NULL
23368402,NULL,NULL
23368403,NULL,NULL
23368404,NULL,NULL
23368405,NULL,NULL
23368407,NULL,NULL
23368408,NULL,NULL
23368409,NULL,NULL
23368410,NULL,NULL
23368411,NULL,NULL
23384201,NULL,NULL
23693901,NULL,NULL
23693902,NULL,NULL
23693903,NULL,NULL
23797801,NULL,NULL
24366501,NULL,NULL
24378001,NULL,NULL
24378002,NULL,NULL
24378003,NULL,NULL
24378004,NULL,NULL
24378006,NULL,NULL
24378007,NULL,NULL
24378008,NULL,NULL
24378009,NULL,NULL
24378010,NULL,NULL
24893401,NULL,NULL
24893402,NULL,NULL
24893403,NULL,NULL
24893404,NULL,NULL
24893405,NULL,NULL
24893406,NULL,NULL
24893407,NULL,NULL
24893408,NULL,NULL
24893409,NULL,NULL
24893410,NULL,NULL
24893411,NULL,NULL
24893412,NULL,NULL
24893413,NULL,NULL
24893414,NULL,NULL
24893415,NULL,NULL
24893416,NULL,NULL
36520401,NULL,NULL
36520402,NULL,NULL
36520403,NULL,NULL
36520404,NULL,NULL
36520405,NULL,NULL
36520406,NULL,NULL
36520407,NULL,NULL
36520408,NULL,NULL
37207301,NULL,NULL
37369601,NULL,NULL
37564701,NULL,NULL
37564702,NULL,NULL
37564704,NULL,NULL
37564705,NULL,NULL
37593901,NULL,NULL
37727201,NULL,NULL
37727202,NULL,NULL
37728101,NULL,NULL
37728102,NULL,NULL
37728103,NULL,NULL
38227601,NULL,NULL
38227602,NULL,NULL
38561901,NULL,NULL
38561902,NULL,NULL
38561903,NULL,NULL
40884401,NULL,NULL
40884402,NULL,NULL
41724801,NULL,NULL
42312001,NULL,NULL
42799101,NULL,NULL
42799102,NULL,NULL
42817001,NULL,NULL
42817002,NULL,NULL
42817003,NULL,NULL
42817005,NULL,NULL
43018401,NULL,NULL
43018402,NULL,NULL
43018403,NULL,NULL
43018404,NULL,NULL
43342001,NULL,NULL
43482101,NULL,NULL
43601201,NULL,NULL
43723701,NULL,NULL
44098901,NULL,NULL
44098902,NULL,NULL
44098904,NULL,NULL
44125601,NULL,NULL
44376601,NULL,NULL
44376602,NULL,NULL
44376603,NULL,NULL
44378401,NULL,NULL
44378403,NULL,NULL
44378404,NULL,NULL
44378405,NULL,NULL
44378406,NULL,NULL
44459201,NULL,NULL
44467101,NULL,NULL
44598401,NULL,NULL
44781001,NULL,NULL
44801701,NULL,NULL
44867301,NULL,NULL
44867302,NULL,NULL
44867303,NULL,NULL
44903801,NULL,NULL
44903802,NULL,NULL
44903803,NULL,NULL
44903804,NULL,NULL
44903805,NULL,NULL
44903806,NULL,NULL
44903808,NULL,NULL
44903809,NULL,NULL
44903810,NULL,NULL
44903811,NULL,NULL
44936601,NULL,NULL
44970001,NULL,NULL
44970002,NULL,NULL
44970003,NULL,NULL
44977302,NULL,NULL
45037701,NULL,NULL
45057101,NULL,NULL
45057102,NULL,NULL
45133401,NULL,NULL
45316301,NULL,NULL
45316302,NULL,NULL
45316303,NULL,NULL
45316304,NULL,NULL
45316305,NULL,NULL
45316306,NULL,NULL
45321501,NULL,NULL
45321502,NULL,NULL
45321503,NULL,NULL
45486501,NULL,NULL
45490801,NULL,NULL
45491701,NULL,NULL
45538101,NULL,NULL
45763301,NULL,NULL
45776701,NULL,NULL
