STABBR,loan_ever,female,age_entry,md_faminc,md_earn_wne_p10
CA,0.9499999881,0.8600000143,26.8299999237,21733,32000
CA,0.9100000262,0.8999999762,26.4599990845,13894,26700
CA,0.9200000167,0.8199999928,25.7600002289,14326.5,26100
CA,0.9200000167,0.8399999738,24.9500007629,14726,24500
CA,0.4499999881,0.6600000262,27.6800003052,30443,42900
CA,0.9499999881,0.7400000095,28.1299991608,24343.5,27200
CA,0.9599999785,0.6800000072,32.0400009155,36632,54800
CA,0.9700000286,0.3199999928,23.3999996185,37279,NA
CA,0.8799999952,0.9700000286,25.9799995422,26144,23300
CA,0,0.9300000072,25.8799991608,13504.5,14600
CA,0.8700000048,0.8600000143,27.9899997711,16835,21700
CA,0.8799999952,0.8399999738,27.4300003052,13994,26800
CA,0.8199999928,0.8500000238,27.0499992371,15391.5,26800
CA,0.9700000286,0.6999999881,24.4400005341,55277,51300
CA,0.9200000167,0.5600000024,19.6100006104,67714.5,50100
CA,0.8999999762,0.8999999762,24.5499992371,24006,NA
CA,0.1800000072,0.6299999952,25.0799999237,14364.5,39000
CA,0.25,0.5099999905,23.1399993896,17432.5,34800
CA,0.9399999976,0.6899999976,21.75,36748,42000
CA,0,0.6399999857,25.0699996948,21397.5,29100
CA,0.9300000072,0.6499999762,26.5699996948,51464,35100
CA,0.8700000048,0.8600000143,27,16983,25700
CA,NA,NA,NA,NA,NA
CA,NA,NA,NA,NA,NA
CA,0.9800000191,0.9399999976,35.8600006104,36319,39700
CA,NA,NA,NA,NA,NA
CA,NA,NA,NA,NA,NA
CA,0.9599999785,0.5899999738,22.8199996948,64885,48600
CA,0.9599999785,0.5799999833,22.0300006866,40951,66400
CA,0,0.7699999809,28.0100002289,12081.5,26500
CA,0.2099999934,0.6000000238,25.4799995422,18684,31700
CA,0,0.9499999881,28.9400005341,9870.5,18400
CA,0.0700000003,0.5500000119,22.6499996185,16514,33500
CA,0.9800000191,0.5699999928,22.3099994659,60331,61400
CA,0.9499999881,0.6100000143,21.3999996185,61408,45300
CA,0.9499999881,0.2899999917,24.6700000763,28549,35300
CA,0.9700000286,0.6399999857,21.9699993134,78964,50300
CA,0.8799999952,0.5500000119,19.3799991608,63215,52600
CA,0,0.6700000167,24.4200000763,18227,26100
CA,0.9800000191,0.5199999809,23.8099994659,25040,34200
CA,0.6399999857,0.9499999881,34.8699989319,17470,14300
CA,0.1299999952,0.6000000238,24.3400001526,19792,32400
CA,NA,NA,NA,NA,NA
CA,NA,NA,NA,NA,NA
CA,0.9700000286,0.6100000143,23.6399993896,69769,53800
CA,0.3100000024,0.5699999928,26.2999992371,11209.5,25300
CA,0.6399999857,0.9700000286,24.1599998474,25443,NA
CA,0.5199999809,0.9700000286,23.7999992371,16941.5,NA
CA,0.1000000015,0.5699999928,23.7999992371,18111,32000
CA,0.0900000036,0.6600000262,24.4300003052,17235,30000
CA,0.9700000286,0.8100000024,28.5,36072,38200
CA,0,0.9300000072,32.0299987793,8909,12200
CA,0.9499999881,0.4300000072,33.0499992371,21387,NA
CA,0.2099999934,0.6200000048,25.5100002289,12384.5,31000
CA,0.2899999917,0.5699999928,25.2900009155,18402,33900
CA,1,0.8199999928,28.1299991608,20108,111500
CA,0.2599999905,0.5899999738,26.7999992371,12310,27000
CA,0.9800000191,0.0099999998,25.0900001526,53468.5,26400
CA,0.3100000024,0.5500000119,23.5100002289,18183,34900
CA,0.25,0.5699999928,25.4599990845,16921,36900
CA,0.8199999928,0.6100000143,21.9899997711,37534,48700
CA,0.9700000286,0.6200000048,20.8500003815,69873.5,56300
CA,0.9800000191,0.5199999809,24.2800006866,28394,24600
CA,0.9900000095,0.4900000095,20.9300003052,67523,NA
CA,0.7900000215,0.6200000048,22.8600006104,29962,46900
CA,NA,NA,NA,NA,NA
CA,0.9599999785,0.6600000262,22.2099990845,70581,61000
CA,NA,NA,NA,NA,NA
CA,0.1700000018,0.6200000048,24.8999996185,12983,29400
CA,0.1700000018,0.6200000048,24.8999996185,12983,29400
CA,0.8899999857,0.7400000095,25.7199993134,18083,26900
CA,NA,NA,NA,NA,26900
CA,NA,NA,NA,NA,NA
CA,0.8899999857,0.7400000095,25.7199993134,18083,26900
CA,0.9300000072,0.5699999928,25.0799999237,56144,38600
CA,0.0599999987,0.6000000238,28.9400005341,9826.5,29900
CA,0.6899999976,0.5500000119,22.5499992371,27853.5,54600
CA,0.0900000036,0.5699999928,25.5900001526,16131,39900
CA,0.8999999762,0.7799999714,25.3500003815,14350,24000
CA,0.9599999785,0.6000000238,25.3799991608,17602.5,32200
CA,0.9100000262,0.8399999738,26.6499996185,18458,29000
CA,0.4499999881,0.5400000215,24.1599998474,23998.5,33900
CA,0.9499999881,0.5899999738,19.9500007629,100259,67700
CA,NA,NA,NA,NA,67700
CA,0.1199999973,0.5600000024,22.5499992371,15039,31800
CA,0.3000000119,0.6100000143,27.4799995422,14514.5,33900
CA,NA,NA,NA,NA,NA
CA,0.9700000286,0.9599999785,19.7000007629,79296,47200
CA,0.9499999881,0.0399999991,24.2800006866,30967,38800
CA,0.0599999987,0.5899999738,24.0900001526,17228.5,26500
CA,0.0199999996,0.3700000048,23.3999996185,19742,NA
CA,0.25,0.6299999952,26.7999992371,13702,24900
CA,0.200000003,0.6200000048,26.7999992371,15526,29500
CA,0,0.9599999785,23.8299999237,5999,8400
CA,0.8299999833,0.9200000167,27.9200000763,20945,32200
CA,NA,NA,NA,NA,38200
CA,0.9399999976,0.6899999976,25.2199993134,44207,33700
CA,0.5299999714,0.5199999809,25.6399993896,15590.5,25600
CA,0.0500000007,0.4900000095,33.0999984741,1344,24400
CA,0.0900000036,0.5799999833,24.6299991608,17211,38000
CA,0.0799999982,0.6600000262,27.2199993134,11996.5,24900
CA,0.9700000286,0.6600000262,22.0400009155,65861,59000
CA,0.2599999905,0.6700000167,26.4400005341,15756,34100
CA,0.8899999857,0.6600000262,23.5200004578,46028,45600
CA,0.8899999857,0.1800000072,25.8600006104,23432,30000
CA,NA,NA,NA,NA,30000
CA,0.8199999928,0.5299999714,34.5200004578,7732,21600
CA,0.9499999881,0.9200000167,29.75,31460.5,30100
CA,0.9599999785,0.6600000262,22.6299991608,67855,38800
CA,0.9200000167,0.7400000095,26.5699996948,27685.5,36700
CA,0.1099999994,0.6100000143,24.0499992371,18301,30700
CA,NA,NA,NA,NA,NA
CA,1,0.6800000072,25.0499992371,9388,70400
CA,0.9399999976,0.349999994,23.6499996185,20582,NA
CA,0.9599999785,0.5600000024,21.6599998474,42938,66100
CA,1,0.5699999928,26.1599998474,12447,69700
CA,0,0.6800000072,23.6499996185,17517.5,31800
CA,1,0.4199999869,28.8299999237,2279,NA
CA,0.9700000286,0.4799999893,19.6800003052,86948,NA
CA,0.7200000286,0.8500000238,24.7199993134,13447,NA
CA,NA,NA,NA,NA,NA
CA,NA,NA,NA,NA,NA
CA,0.6000000238,0.4699999988,32.5,19998,27500
CA,0.8700000048,0.7900000215,25.6000003815,14362,25500
CA,0.8700000048,0.7900000215,25.6000003815,14362,25500
CA,0.8700000048,0.7900000215,25.6000003815,14362,25500
CA,0.8700000048,0.7900000215,25.6000003815,14362,25500
CA,0.8700000048,0.7900000215,25.6000003815,14362,25500
CA,NA,NA,NA,NA,25500
FL,NA,NA,NA,NA,NA
GA,NA,NA,NA,NA,NA
CA,NA,NA,NA,NA,NA
CA,NA,NA,NA,NA,NA
CA,0.8799999952,0.8500000238,25.9699993134,20464,27000
CA,0,0.9399999976,24.8299999237,0,16300
CA,0.9200000167,0.7200000286,26.3799991608,22954.5,39600
CA,0.2399999946,0.6399999857,24.4699993134,19143,30900
CA,0.9100000262,0.9700000286,23.2800006866,23261,14300
CA,0.1899999976,0.6700000167,26.8099994659,13479,25800
CA,0.2399999946,0.6200000048,29.2900009155,7301,27100
MN,0.9800000191,0.6800000072,33.9300003052,42880.5,54900
CA,NA,NA,NA,NA,NA
CA,0.1400000006,0.6100000143,24.1800003052,20772,27700
CA,0.1700000018,0.6499999762,27,13234,28900
CA,0.1299999952,0.5799999833,26,12869.5,33300
CA,0.9100000262,0.8799999952,25.9500007629,17866,29700
CA,NA,NA,NA,NA,NA
CA,0.9800000191,0.5799999833,19.3799991608,96799,48300
CA,0.9599999785,0.5299999714,19.7199993134,75319,45100
CA,0.9300000072,0.6100000143,22.9300003052,35334.5,45600
CA,1,0.8999999762,30.1399993896,6943,NA
CA,NA,NA,NA,NA,38200
CA,1,0.5600000024,27.7800006866,4710,NA
CA,0,0,18.2099990845,40247.5,NA
CA,0.1000000015,0.6399999857,26.1299991608,16704,26200
CO,0.6100000143,0.9900000095,25.5200004578,11209,NA
CO,0.8299999833,0.5500000119,24.1299991608,34243,33200
CO,0.7699999809,0.5799999833,26.1900005341,27974,31700
CO,0.7300000191,0.6499999762,27.9300003052,30083.5,35200
CO,0.9599999785,0.8899999857,25.5100002289,36043,30600
CO,0.8899999857,0.7900000215,28.5900001526,17609,24700
CO,0.8999999762,0.5799999833,24.6800003052,36176,73800
CO,0.8999999762,0.6399999857,22.8700008392,48420,41200
CO,0.9599999785,0.0700000003,25.8600006104,27829,40300
CO,0.9499999881,0.4900000095,20.6399993896,73526,48000
CO,0.9499999881,0.6399999857,28.1100006104,54471,40500
CO,0.8999999762,0.5899999738,20.1299991608,73379,41100
CO,0.8899999857,0.8600000143,28.8099994659,20730.5,29200
CO,0.9800000191,0.4799999893,23.8500003815,39570.5,32400
CO,0.8299999833,0.5099999905,24.0499992371,36791,28800
CO,0.7300000191,0.6299999952,25.1100006104,32756,38300
CO,0.9499999881,0.2199999988,20.0200004578,74554,74700
CO,0.9800000191,0.0700000003,28.0499992371,32496,35800
CO,0.9300000072,0.5500000119,20.7900009155,69107,44300
CO,0.9200000167,0.5799999833,31.6599998474,29262,44100
CO,NA,NA,NA,NA,44100
CO,0.9100000262,0.9200000167,25.3199996948,24800,24000
CO,0.6000000238,0.6600000262,27.7600002289,24682,32000
CO,0.9599999785,0.7300000191,28.6200008392,18819,28800
CO,0.4300000072,0.7400000095,28.1800003052,23837,23600
CO,0.9900000095,0.9200000167,36.1599998474,39991,34700
CO,0.5699999928,0.6499999762,27.8299999237,17014.5,27900
CO,0.9300000072,0.0599999987,23.4200000763,31423,35800
CO,NA,NA,NA,NA,NA
CO,0.9300000072,0.4300000072,26.5599994659,30932.5,35000
CO,0.9399999976,0.6200000048,22.8700008392,55997.5,51400
CO,0,0.6999999881,31.8700008392,9647,23500
CO,0.8700000048,0.5299999714,21.6499996185,47128,34000
CO,0.7400000095,0.6200000048,26.3600006104,30158,35400
CO,0.9100000262,0.9300000072,27.1900005341,30261,NA
CO,0.9900000095,0.9700000286,25.9300003052,34415,16300
CO,1,0.7599999905,30.4799995422,10730,NA
CO,0.9300000072,0.9399999976,26.6499996185,19206,15100
CO,0.6700000167,0.6499999762,24.6800003052,29917.5,26600
CO,0.8899999857,0.5799999833,23.3400001526,40837,34600
CO,0.8799999952,0.5699999928,25.0900001526,32755,38600
CO,0.4900000095,0.75,29.3799991608,27124.5,29600
CO,0.9800000191,0.6399999857,24.0499992371,23027,18600
CO,0.9399999976,0.7599999905,29.7299995422,29341.5,37800
CO,0.9399999976,0.7599999905,29.7299995422,29341.5,37800
CO,0.9200000167,0.3600000143,33.7700004578,38404,34500
CO,0.7599999905,0.5699999928,22.8299999237,40197.5,34200
CO,0.9300000072,0.6200000048,21.25,69484,39000
CO,0.6999999881,0.5899999738,25.7399997711,23547,28900
CO,0.8999999762,0.7599999905,27.9500007629,15736,26400
CO,0.6100000143,0.6600000262,26.5799999237,25889,29900
CO,0.9200000167,0.8399999738,28.6900005341,18828,24800
CO,0.6200000048,0.6399999857,27.8700008392,17236,26900
CO,0.6800000072,0.5699999928,27.1299991608,27037,34600
CO,0.9599999785,0.6999999881,29.9400005341,53578.5,53100
CO,0.9800000191,0.5400000215,21.7999992371,61665.5,28100
CO,0.9300000072,0.9800000191,30.6499996185,26148,NA
CO,0.8899999857,0.5899999738,24.2199993134,38635,36200
CO,0,0.6700000167,28.3899993896,18917,19100
CO,0.8799999952,0.1099999994,29.3299999237,20876,30800
CO,0.9100000262,0.8000000119,28.9500007629,16557,25400
CO,0.4600000083,0.6000000238,26.2800006866,20400.5,25000
CO,0.9700000286,0.9399999976,23.9300003052,26046,19900
CO,0.9100000262,0.4099999964,21.6399993896,60062.5,36500
CT,0.9800000191,0.7300000191,29.6399993896,50062.5,52200
CT,0.8999999762,0.9499999881,25.3999996185,36141,19800
CT,0.2199999988,0.6700000167,26.4200000763,22893.5,32400
CT,0.8999999762,0.8299999833,29.3899993896,21448,29700
CT,0.9700000286,0.75,23.5900001526,40480,30300
CT,0.9100000262,0.8700000048,33.2999992371,43615,66800
CT,0.9599999785,0.6600000262,24.6100006104,36730,40600
CT,0.9599999785,0.5299999714,21.2299995422,66799.5,43700
CT,0.8199999928,0.7799999714,33.25,32836.5,39800
CT,0.9800000191,0.8000000119,32.2599983215,45806,27300
CT,0.9700000286,0.6100000143,19.3799991608,94160,51000
CT,0.3799999952,0.8299999833,24.7299995422,15960,16500
CT,0.9399999976,0.1400000006,25.6100006104,37073.5,44300
CT,0.9499999881,0.5400000215,20.1200008392,86510,53900
CT,0.8000000119,0.8399999738,30.6200008392,28704,25800
CT,0.9700000286,0.0399999991,22.2299995422,45846.5,37300
CT,0.9499999881,0.5699999928,21.1100006104,76549,42400
CT,0.9800000191,0.5899999738,19.9699993134,116850,69000
CT,0.9599999785,0.9300000072,24.0200004578,52099,22300
CT,0.0700000003,0.75,26.2700004578,17308,35000
CT,NA,NA,NA,NA,81700
CT,0.8500000238,0.7900000215,28.5300006866,15816.5,29200
CT,NA,NA,NA,NA,NA
CT,0.9800000191,0.5299999714,20.1499996185,85192,45900
CT,NA,NA,NA,NA,NA
CT,0.1299999952,0.6999999881,25.6800003052,20331.5,30100
CT,0.9599999785,0.5600000024,25.4799995422,33633,32600
CT,0.9800000191,0.4900000095,24.1599998474,56525,NA
CT,0.0700000003,0.6200000048,24.2800006866,21700,33800
CT,0.2199999988,0.6600000262,24.6800003052,26420,32500
CT,0.349999994,0.6899999976,25.9500007629,24870,30100
CT,0.9499999881,0.5199999809,20.3600006104,63969.5,29800
CT,0.2599999905,0.6999999881,25.6700000763,25163,32600
CT,0.9499999881,0.5199999809,27.8199996948,36944.5,39400
CT,0.9800000191,0.0599999987,33.1899986267,26617,36800
CT,0.9900000095,0.5299999714,20.6399993896,78636,48900
CT,0.9100000262,0.8500000238,28.9599990845,14004.5,26800
CT,0.0599999987,0.6399999857,24.7800006866,22448,31900
CT,0.2399999946,0.6899999976,24.8600006104,26673,27000
CT,0.9399999976,0.6700000167,22.5599994659,56343,24600
CT,0.9100000262,0.8100000024,25.1299991608,23191.5,19900
CT,NA,NA,NA,NA,NA
CT,NA,NA,NA,NA,NA
CT,NA,NA,NA,NA,NA
CT,0.9399999976,0.25,26.0499992371,34566,36300
CT,0.9399999976,0.25,26.0499992371,34566,36300
CT,0.9399999976,0.25,26.0499992371,34566,36300
CT,0.9399999976,0.25,26.0499992371,34566,36300
MA,0.9399999976,0.25,26.0499992371,34566,36300
MA,NA,NA,NA,NA,36300
MA,NA,NA,NA,NA,36300
MA,NA,NA,NA,NA,36300
CT,0.9599999785,0.6399999857,24.1499996185,47674,36600
CT,0.0199999996,0.7099999785,26.4099998474,18007,25100
CT,0.9900000095,0.6399999857,19.8999996185,108100,56400
CT,0.9700000286,0.6100000143,20.4799995422,99091,54100
CT,0.9700000286,0.9700000286,23.3299999237,49233,49700
CT,0.1700000018,0.6700000167,25.7999992371,20717,30200
CT,0.9499999881,0.8399999738,28.5100002289,42991.5,64000
CT,0.9499999881,0.6499999762,21.1499996185,62972.5,41700
CT,0.4900000095,0.8700000048,29.5300006866,10115,28700
NY,NA,NA,NA,NA,NA
CT,0.9100000262,0.5099999905,20.3199996948,87726,56100
CT,0.2700000107,0.6899999976,24.8600006104,24214,34300
CT,0.9900000095,0.5299999714,19.3799991608,88497,50900
CT,0.9599999785,0.5500000119,21.3700008392,67834,43300
CT,NA,NA,NA,NA,NA
CT,0.9399999976,0.5199999809,22.2999992371,45652.5,66000
DE,0.7799999714,0.9100000262,28.6900005341,29726,NA
DE,0.9300000072,0.9399999976,28.5900001526,15464,24700
DE,0.4600000083,0.6800000072,26.5699996948,25095,28800
DE,0.4799999893,0.7599999905,26.8299999237,26104,29000
DE,0.5500000119,0.7200000286,26.2700004578,28513,33500
DE,0.9499999881,0.5899999738,20.4400005341,40163,34200
DE,0.9599999785,0.5899999738,19.6900005341,102027,54300
DE,0.9499999881,0.5699999928,22.5400009155,52206,43900
DE,0.8399999738,0.9399999976,24.9599990845,25663,20800
DE,0.9700000286,0.5500000119,22.2800006866,65621,41400
DE,0.9300000072,0.6999999881,26.5599994659,40581,43000
DC,0.9800000191,0.6299999952,20.0499992371,86431,55900
DC,0.9800000191,0.5600000024,21.2199993134,106352,54500
DC,0.9700000286,0.6299999952,21.8999996185,62038,34100
DC,0.4699999988,0.6800000072,26.9500007629,17636,36200
DC,NA,NA,NA,NA,NA
DC,0.7599999905,0.5699999928,22.7299995422,26730,25600
DC,0.9900000095,0.5699999928,20.2999992371,85746,64500
DC,0.9800000191,0.5400000215,21.8700008392,60247,83300
DC,0.9499999881,0.6800000072,20.9699993134,47531,46500
VA,0.6100000143,0.8700000048,28.0400009155,9498,27400
DC,0.9700000286,0.6999999881,32.3600006104,34400.5,51700
DC,0.9700000286,0.6999999881,32.3600006104,34400.5,51700
DC,0.8799999952,0.5299999714,27.4699993134,19232,NA
DC,0.9399999976,0.9599999785,25.1599998474,35959,52100
DC,NA,NA,NA,NA,NA
FL,0.9499999881,0.0299999993,27.7700004578,33382.5,32100
FL,0.9700000286,0.5600000024,24.2900009155,29860.5,29500
FL,0,0.6700000167,30.2199993134,15250,33200
FL,0.7699999809,0.4399999976,24.1599998474,38516.5,29900
FL,0.9499999881,0.7099999785,27.7299995422,37767.5,45300
FL,NA,NA,NA,NA,45300
FL,NA,NA,NA,NA,NA
FL,0.9300000072,0.5899999738,20.2000007629,31109,28700
FL,0.9300000072,0.5799999833,22.4500007629,56163,35500
FL,0.6999999881,0.6999999881,27.8899993896,12682,NA
FL,0,0.8899999857,29.1200008392,11662,NA
FL,0.4900000095,0.6800000072,25.5300006866,21232,28700
FL,0.3799999952,0.6499999762,24.6399993896,21983,33400
FL,0.9100000262,0.8600000143,28.2900009155,16128,20900
FL,0.8999999762,0.8000000119,28.4899997711,24662,24900
FL,0.5,0.6899999976,25.4099998474,23368,29700
FL,0.8500000238,0.4399999976,22.9699993134,41133,29500
FL,0.8299999833,0.6000000238,22.1499996185,38367.5,43000
FL,0,0.8299999833,28.1499996185,16642,20000
FL,0.1199999973,0.6600000262,23.9500007629,20843,29700
FL,0.8100000024,0.5199999809,20.2700004578,49122,34700
FL,0,0.8100000024,27.8299999237,19577,32800
FL,0.6999999881,0.6600000262,25.9400005341,23063,27000
FL,0.9700000286,0.7900000215,30.4099998474,28607,29800
FL,0.9599999785,0.6499999762,24.6200008392,71700,40800
FL,0.5299999714,0.6899999976,25.2600002289,26044,32300
FL,0.7799999714,0.4399999976,22.1800003052,22439,25600
FL,0.9100000262,0.1700000018,23.2299995422,52839,60900
FL,0.9100000262,0.5799999833,20.3199996948,33649,37300
FL,0.8399999738,0.6299999952,23.6900005341,32086,41400
FL,0.6000000238,0.7099999785,26.1100006104,26261.5,32100
FL,0.9399999976,0.6399999857,21.8099994659,61140,37200
FL,0.9599999785,0.5500000119,19.4699993134,67855,36900
FL,0.8299999833,0.9300000072,27.6000003815,15420,20700
FL,0.8199999928,0.9100000262,27.7199993134,13350.5,22500
FL,0.8000000119,0.9100000262,27.6900005341,13596.5,23900
FL,0.8999999762,0.8199999928,28.7099990845,49657.5,51100
FL,0.9700000286,0.349999994,20.3600006104,73416.5,53100
FL,0.9499999881,0.8799999952,24.9300003052,23194,47900
FL,0.7300000191,0.6100000143,22.3899993896,27626,45100
FL,0.4399999976,0.6100000143,27.4899997711,21138,27100
FL,0.9300000072,0.6100000143,22.0200004578,21893.5,27700
FL,0.9700000286,0.6700000167,26.1700000763,17338,34300
FL,NA,NA,NA,NA,NA
FL,0.9300000072,0.6100000143,21.8999996185,56919.5,37600
FL,0.8999999762,0.5899999738,20.7600002289,51372.5,44000
FL,0.9499999881,0.6899999976,27.6700000763,18701,26900
FL,0.9700000286,0.5899999738,28.5,20240.5,29800
FL,NA,NA,NA,NA,NA
FL,0.8500000238,0.5600000024,20.4899997711,45776.5,51300
FL,0.9399999976,0.7699999809,28.4500007629,17668.5,30000
FL,0,0.8899999857,28.25,10372,15500
FL,0.9900000095,0.1199999973,21.9400005341,55302,34100
FL,0,0.4199999869,29.1800003052,13345,21500
FL,0,0.0700000003,22.8099994659,17673.5,40300
FL,0.4199999869,0.6700000167,25.7900009155,21385,29900
FL,0.9599999785,0.8399999738,31.3099994659,22104,33000
FL,0.4600000083,0.6499999762,25.0599994659,23789.5,32500
FL,0.5199999809,0.5600000024,21.8600006104,29522,NA
FL,NA,NA,NA,NA,NA
FL,0.9700000286,0.7699999809,31.0599994659,28850,25700
FL,0.4399999976,0.6800000072,25.4400005341,22170,28700
FL,0.9700000286,0.6000000238,24.4500007629,32306,27800
FL,0.9100000262,0.9100000262,25.6100006104,16846,17600
FL,0.9700000286,0.5899999738,22.9599990845,31159,29300
FL,0.9599999785,0.2199999988,25.5900001526,29421,38400
FL,0.9599999785,0.6100000143,25.4599990845,55957,47700
FL,0.9100000262,0.7900000215,30.0900001526,19820,28300
FL,0.9700000286,0.7300000191,27.9899997711,23368,29600
FL,0.9700000286,0.7300000191,27.9899997711,23368,29600
FL,0.9700000286,0.7300000191,27.9899997711,23368,29600
FL,0.9700000286,0.7300000191,27.9899997711,23368,29600
FL,0.9700000286,0.7300000191,27.9899997711,23368,29600
FL,0.9700000286,0.7300000191,27.9899997711,23368,29600
FL,0.9700000286,0.7300000191,27.9899997711,23368,29600
FL,0.9700000286,0.7300000191,27.9899997711,23368,29600
FL,0.9700000286,0.7300000191,27.9899997711,23368,29600
FL,0.9700000286,0.7300000191,27.9899997711,23368,29600
FL,0.9700000286,0.7300000191,27.9899997711,23368,29600
FL,0.9700000286,0.7300000191,27.9899997711,23368,29600
FL,0.9700000286,0.7300000191,27.9899997711,23368,29600
FL,NA,NA,NA,NA,29600
FL,0.8600000143,0.8199999928,26.2999992371,20533,23500
FL,0.7900000215,0.9300000072,35.5200004578,4282,13500
FL,0.3300000131,0.7300000191,25.7600002289,21582,30200
FL,0,0.7799999714,28.6399993896,16259,24100
FL,0.3100000024,0.7300000191,25.4200000763,22217,30400
FL,0,0.7099999785,29.5499992371,16467,28300
FL,0,0.6299999952,26.3099994659,13170,22900
FL,0,0.6700000167,31.0499992371,15237,27900
FL,0.9200000167,0.8500000238,29.2199993134,15948.5,15600
GA,0.8199999928,0.3199999928,36.8100013733,39125.5,38600
FL,0.5400000215,0.6600000262,25.2999992371,22958,29600
FL,0,0.6499999762,29.6299991608,17305.5,27100
FL,0.8000000119,0.8399999738,28.2999992371,11722,14400
FL,0.8000000119,0.8399999738,28.2999992371,11722,14400
FL,0,0.8000000119,29.0499992371,17584.5,27300
FL,0.9599999785,0.5899999738,27.2099990845,49308.5,38200
FL,0.0399999991,0.5799999833,28.0200004578,18481,31700
FL,0.200000003,0.6299999952,25.3899993896,17174,30500
FL,0.9499999881,0.5799999833,20.8700008392,59417,52400
FL,0,0.2099999934,28.1299991608,16209.5,24400
FL,0.8500000238,0.9100000262,30.75,10121,14300
FL,0.9100000262,0.7799999714,26.7600002289,15361,28900
FL,0.9200000167,0.8100000024,26.7600002289,13979.5,26100
FL,0.8399999738,0.8500000238,32.0299987793,17582.5,17900
FL,0.9800000191,0.5,26.1700000763,21771,31400
FL,0.0099999998,0.9200000167,27.6100006104,9108,NA
FL,0,0.75,25.6700000763,17426,27300
FL,0.8700000048,0.6299999952,22.5900001526,41844.5,41600
FL,0.9499999881,0.5400000215,25.4599990845,49456,44600
FL,0.9200000167,0.7400000095,27.1200008392,31833,46500
